source1_entity_id	candidate_entity_ids
S1-877808612	S2-357092280,S2-412039206,S2-505150723,S2-568631985,S2-830083248,S2-105926897,S2-583761043,S2-677963106,S2-404317391,S2-127531883,S2-800567363,S2-155463580,S2-540076704,S2-248945059,S2-293630968,S2-161851649,S2-424386602,S2-927882223,S2-686382968,S2-657304560,S3-709943359,S3-93901134,S3-366610971,S3-358144277,S3-152771116,S3-665823069,S3-354939845,S3-648059842,S3-363581716,S3-72149779,S3-817078811,S3-186012942,S3-186494557,S3-505677840,S3-908403706,S3-522766280,S3-57277884,S3-311529301,S3-198561005,S3-676444527
S1-991838189	S2-157773971,S2-495724848,S2-613465591,S2-932561773,S2-138364457,S2-267674656,S2-813097957,S2-736816883,S2-539344834,S2-373593345,S2-290740841,S2-629230282,S2-394923582,S2-420816752,S2-973459583,S2-99376258,S2-444935209,S2-414318892,S2-362535049,S2-984676843,S3-166575493,S3-920946610,S3-367143909,S3-520326237,S3-596593954,S3-593979578,S3-358719135,S3-426990951,S3-916300050,S3-258496816,S3-92076518,S3-442925030,S3-753721336,S3-733511356,S3-490822535,S3-387193455,S3-742535228,S3-959622925,S3-510120390,S3-898752563
S1-415245659	S2-940603889,S2-86912421,S2-170941898,S2-641136918,S2-188518804,S2-485372755,S2-582604294,S2-505948999,S2-710659498,S2-374766437,S2-314627014,S2-469637199,S2-444510772,S2-891600450,S2-441865277,S2-662123931,S2-239075227,S2-21430856,S2-476728806,S2-700426501,S3-38135530,S3-116334847,S3-633532466,S3-344639428,S3-252127910,S3-273101005,S3-416415880,S3-272561162,S3-251768508,S3-143262769,S3-13782788,S3-744937712,S3-726715545,S3-884974319,S3-130705864,S3-280398472,S3-99936776,S3-425256090,S3-760352668,S3-402348522
S1-860794391	S2-418943034,S2-38555282,S2-506757288,S2-991574834,S2-174225053,S2-935508356,S2-183256763,S2-775586705,S2-260079733,S2-753741803,S2-713017345,S2-763105556,S2-792425759,S2-707957876,S2-963703256,S2-934819790,S2-243654208,S2-381678282,S2-10505196,S2-962979309,S3-375977098,S3-651395767,S3-852118466,S3-910453862,S3-521263226,S3-535419935,S3-889609169,S3-366129193,S3-106710114,S3-623008387,S3-39519674,S3-885462891,S3-379269964,S3-554586547,S3-267988599,S3-563662688,S3-108486113,S3-184929784,S3-150671128,S3-508670484
S1-590126941	S2-511302328,S2-727756641,S2-45452767,S2-878103105,S2-881633366,S2-731309110,S2-601347848,S2-875841129,S2-398776557,S2-659288766,S2-153385123,S2-36314042,S2-134584149,S2-390972571,S2-874161685,S2-257091008,S2-11116451,S2-184939407,S2-270288703,S2-753202507,S3-368973736,S3-328160590,S3-418993641,S3-21699993,S3-233325603,S3-622071038,S3-550133832,S3-533247214,S3-828070921,S3-461382606,S3-797189446,S3-394026389,S3-54376152,S3-650147871,S3-778030295,S3-127630583,S3-721432062,S3-397435457,S3-859091620,S3-499559828
S1-852807313	S2-433082866,S2-303241266,S2-110742572,S2-327619724,S2-178104474,S2-49498139,S2-618942951,S2-832737171,S2-809703459,S2-999185819,S2-843253918,S2-442549744,S2-597541366,S2-152982672,S2-835924702,S2-66101295,S2-121028071,S2-42985588,S2-546267000,S2-449834409,S3-652966613,S3-664245182,S3-964521591,S3-261884330,S3-320788746,S3-130833027,S3-931673765,S3-885182304,S3-999219872,S3-427528839,S3-610320138,S3-963376463,S3-151179680,S3-853601063,S3-906054938,S3-735920022,S3-543295310,S3-967080734,S3-988733475,S3-800301796
S1-643209618	S2-929045263,S2-846314870,S2-637513010,S2-739704381,S2-773702503,S2-777883780,S2-518359538,S2-52240384,S2-985250085,S2-532302040,S2-823005792,S2-867017103,S2-369259989,S2-743638585,S2-970553438,S2-751446042,S2-423137986,S2-898655795,S2-20595754,S2-694714742,S3-152162461,S3-96792476,S3-834445675,S3-796031687,S3-488194688,S3-990696451,S3-284183363,S3-134390009,S3-649484822,S3-155530471,S3-88087807,S3-144397023,S3-71972839,S3-223572978,S3-632247235,S3-584959770,S3-612900204,S3-643309805,S3-872422320,S3-651933139
S1-581863940	S2-533517462,S2-572629757,S2-122938202,S2-301007505,S2-945210740,S2-54480866,S2-7239215,S2-865075828,S2-607307617,S2-926001316,S2-810655587,S2-27691538,S2-673126415,S2-154417014,S2-226687523,S2-342660511,S2-709073875,S2-755083962,S2-960946763,S2-832136809,S3-577238317,S3-45664806,S3-752605084,S3-556011313,S3-696100097,S3-719851443,S3-918078165,S3-10479023,S3-593406143,S3-722928224,S3-381413594,S3-617903667,S3-923698666,S3-439470033,S3-208225800,S3-473853,S3-932703712,S3-492167001,S3-572432762,S3-826711581
S1-225821819	S2-743206403,S2-909159851,S2-475371014,S2-530247686,S2-479068086,S2-297579015,S2-99486075,S2-623047669,S2-132805742,S2-970116590,S2-556868318,S2-427785200,S2-941668488,S2-155105281,S2-721306836,S2-620682641,S2-566897685,S2-625724763,S2-122323427,S2-42323233,S3-591095582,S3-183052937,S3-449481586,S3-369973365,S3-538093342,S3-134202745,S3-51326150,S3-103384644,S3-711367714,S3-64079929,S3-58919181,S3-823055810,S3-433862239,S3-47202950,S3-505897920,S3-798390923,S3-234369272,S3-692479419,S3-931704031,S3-624608934
S1-778630887	S2-809068195,S2-83969812,S2-631872543,S2-125897290,S2-381299396,S2-237782962,S2-382992771,S2-110404819,S2-769737985,S2-538308004,S2-25281859,S2-700748463,S2-585987719,S2-914263875,S2-405093582,S2-430731186,S2-726519344,S2-713714470,S2-813913309,S2-198807425,S3-654472101,S3-412547490,S3-111867863,S3-846580833,S3-365827125,S3-188434105,S3-307967619,S3-444447773,S3-293191041,S3-661559414,S3-754525224,S3-506541844,S3-327392822,S3-44757424,S3-566817710,S3-155934902,S3-525162440,S3-525652593,S3-421761107,S3-344186971
S1-377916068	S2-396608240,S2-189059848,S2-509359321,S2-587461132,S2-508913934,S2-35988050,S2-984581204,S2-304254740,S2-220655401,S2-213198288,S2-859832304,S2-411887024,S2-86763627,S2-152439839,S2-171153417,S2-107234800,S2-355644863,S2-820097852,S2-505763014,S2-499752072,S3-435406018,S3-118955015,S3-757558796,S3-92466136,S3-220850190,S3-119798285,S3-71174119,S3-178844943,S3-414790457,S3-188631124,S3-986358615,S3-30796756,S3-373406755,S3-730454913,S3-146112334,S3-78729026,S3-90268725,S3-531665674,S3-905036989,S3-330769479
S1-37907520	S2-627766170,S2-692058496,S2-617351435,S2-742203912,S2-279100070,S2-882111583,S2-786221111,S2-186927825,S2-107286971,S2-920937154,S2-45513020,S2-286443235,S2-1580600,S2-140047612,S2-945092453,S2-457753565,S2-590799047,S2-849662476,S2-949368971,S2-637517893,S3-784019251,S3-459435967,S3-50842118,S3-801178291,S3-937929471,S3-155795126,S3-362846412,S3-583617317,S3-815077333,S3-835898246,S3-754388223,S3-610470136,S3-748088896,S3-580928548,S3-904368192,S3-287426948,S3-449050115,S3-152237161,S3-742909076,S3-920400757
S1-637166800	S2-14192121,S2-15215043,S2-383337007,S2-963724407,S2-187095631,S2-348507560,S2-525643028,S2-578390034,S2-602989341,S2-478664207,S2-842093623,S2-183269961,S2-741250223,S2-924502363,S2-639526894,S2-811440615,S2-721132790,S2-404643754,S2-727778987,S2-172050141,S3-139320496,S3-619587422,S3-53045668,S3-802987607,S3-658080530,S3-122151986,S3-523931916,S3-724560370,S3-169086672,S3-27773227,S3-460768920,S3-316938598,S3-783906984,S3-443352653,S3-592606344,S3-825951552,S3-320456559,S3-325475602,S3-360965354,S3-375565512
S1-352595333	S2-510108222,S2-928825806,S2-856638473,S2-380611293,S2-767459842,S2-764689595,S2-24109198,S2-274196054,S2-895629971,S2-648831512,S2-473227155,S2-770440361,S2-317104646,S2-219660332,S2-854697816,S2-443894211,S2-73499637,S2-200306947,S2-806396939,S2-889887419,S3-678013332,S3-965174376,S3-196394957,S3-422173002,S3-70441716,S3-233256755,S3-853982930,S3-594781671,S3-11822562,S3-470731761,S3-541392451,S3-54215469,S3-213065966,S3-910646561,S3-723189787,S3-461023215,S3-641605338,S3-474560115,S3-257111088,S3-701866509
S1-333194875	S2-428616464,S2-939990947,S2-135506804,S2-942879442,S2-678711299,S2-49847957,S2-600592546,S2-953655726,S2-170571699,S2-752358374,S2-707825867,S2-774994327,S2-198070113,S2-734160830,S2-976721780,S2-201805072,S2-541984172,S2-434601263,S2-852642239,S2-17660158,S3-118235515,S3-535395157,S3-971619871,S3-126206545,S3-493039821,S3-65442473,S3-412486451,S3-384294912,S3-326064191,S3-832041200,S3-198121841,S3-222936671,S3-823055810,S3-234230645,S3-425805161,S3-734723095,S3-496721519,S3-306853514,S3-658997609,S3-722123078
S1-260721574	S2-928509858,S2-200454250,S2-950382099,S2-395171961,S2-239077864,S2-862685395,S2-752471454,S2-952516006,S2-592803907,S2-910300450,S2-787287741,S2-986308276,S2-58317150,S2-827207127,S2-227954425,S2-33966987,S2-73585044,S2-486132406,S2-996985077,S2-293450667,S3-673806171,S3-3116760,S3-587596483,S3-259406329,S3-834768601,S3-17678176,S3-482395546,S3-191709097,S3-979609617,S3-466885453,S3-398477081,S3-421154203,S3-508938760,S3-616169605,S3-873243986,S3-538460116,S3-958937599,S3-903236277,S3-841528786,S3-128208950
S1-677484813	S2-177068934,S2-486117065,S2-581487052,S2-375611524,S2-557855073,S2-392147999,S2-940295953,S2-531555467,S2-673065917,S2-801664931,S2-856755171,S2-630999444,S2-30314105,S2-951581501,S2-626711254,S2-570472378,S2-83672806,S2-678446093,S2-813668257,S2-448448577,S3-554031165,S3-635308633,S3-779336665,S3-780847125,S3-264064231,S3-849998815,S3-193956896,S3-52942602,S3-976874260,S3-975701650,S3-833723697,S3-33867850,S3-305743217,S3-10811871,S3-801657647,S3-508259452,S3-168823323,S3-235011256,S3-356660578,S3-52655798
S1-568320501	S2-566025912,S2-18872906,S2-726539574,S2-425262307,S2-827762797,S2-550178936,S2-333148428,S2-284319955,S2-783648666,S2-137812203,S2-237128865,S2-690393517,S2-736753207,S2-191613424,S2-629431053,S2-36620953,S2-381674860,S2-112638667,S2-839529,S2-699567452,S3-526463257,S3-488481193,S3-166117047,S3-687471713,S3-22005218,S3-619733019,S3-732045847,S3-940109683,S3-246364350,S3-514529646,S3-626357277,S3-551625275,S3-811412362,S3-377422755,S3-602532064,S3-175732102,S3-950004681,S3-943916703,S3-801638292,S3-624725926
S1-759995112	S2-270054473,S2-407858200,S2-485500058,S2-795371733,S2-640410882,S2-728664376,S2-905269234,S2-844526781,S2-416489580,S2-292542694,S2-130101900,S2-741435334,S2-728629370,S2-90611927,S2-254797379,S2-806469955,S2-871869761,S2-408954441,S2-193673831,S2-214788411,S3-965693718,S3-861024877,S3-636493648,S3-699804574,S3-615938411,S3-148354258,S3-342724546,S3-109977334,S3-904096630,S3-81732909,S3-893662077,S3-955906727,S3-89027235,S3-518908180,S3-899626433,S3-730169271,S3-590302550,S3-379597091,S3-638384280,S3-752469373
S1-443768681	S2-921872992,S2-595390147,S2-26274111,S2-361133873,S2-213689830,S2-478752933,S2-819588091,S2-276862140,S2-903683999,S2-340390872,S2-862699493,S2-812503095,S2-22034959,S2-685544492,S2-3129340,S2-299866408,S2-933273418,S2-476040629,S2-444178224,S2-923247863,S3-858213816,S3-558652409,S3-611925418,S3-438182899,S3-782897205,S3-930377575,S3-10556086,S3-991152155,S3-37782127,S3-143162876,S3-867678166,S3-459794976,S3-931835709,S3-722221059,S3-789768624,S3-348387887,S3-760264596,S3-422638742,S3-982755728,S3-472303958
S1-170472252	S2-189128065,S2-299291365,S2-102217837,S2-100405043,S2-204785387,S2-729335429,S2-678981366,S2-314981388,S2-259554507,S2-822357677,S2-440188392,S2-363292389,S2-82016478,S2-642565739,S2-740951662,S2-176056545,S2-16343901,S2-19724195,S2-248359843,S2-771990403,S3-487420241,S3-680851246,S3-616333091,S3-997390616,S3-400473669,S3-122285959,S3-472015903,S3-789935992,S3-993947253,S3-742415893,S3-791680988,S3-301205837,S3-195388810,S3-49673794,S3-927703147,S3-342569937,S3-976626436,S3-997588468,S3-390388627,S3-792941212
S1-311511012	S2-383998831,S2-418943034,S2-935508356,S2-38555282,S2-260079733,S2-62703710,S2-381678282,S2-583726078,S2-775586705,S2-837907635,S2-183256763,S2-707957876,S2-838595741,S2-992201461,S2-22207999,S2-299138179,S2-174225053,S2-360417048,S2-506757288,S2-753741803,S3-114631050,S3-508670484,S3-758523484,S3-375977098,S3-710947914,S3-240724875,S3-521263226,S3-356400134,S3-910453862,S3-852118466,S3-366129193,S3-379269964,S3-877760907,S3-184929784,S3-83556420,S3-697182716,S3-528803411,S3-347364637,S3-269479722,S3-885462891
S1-224275529	S2-73195347,S2-318946614,S2-360948016,S2-652356461,S2-450649420,S2-460764523,S2-86707779,S2-805062970,S2-911312911,S2-878161099,S2-147170539,S2-364790832,S2-91937451,S2-854532458,S2-671636822,S2-630817745,S2-379254028,S2-572178958,S2-785901867,S2-40174045,S3-153918356,S3-696693948,S3-687630090,S3-655897654,S3-497015519,S3-954470998,S3-186428220,S3-809548655,S3-951476649,S3-738031594,S3-203625386,S3-593500151,S3-570016803,S3-618543776,S3-213731749,S3-898320672,S3-690366603,S3-890063254,S3-800689557,S3-688194826
S1-427329185	S2-151910342,S2-591216163,S2-828582121,S2-72224303,S2-965965831,S2-738478917,S2-712672846,S2-743722065,S2-800227761,S2-474584251,S2-974280108,S2-85856138,S2-665107455,S2-890463407,S2-211217484,S2-795211191,S2-363356875,S2-433188453,S2-511159681,S2-310858709,S3-319467799,S3-827689764,S3-994395902,S3-395726964,S3-596129968,S3-398629304,S3-883192160,S3-526324268,S3-417979534,S3-456334254,S3-38115899,S3-120165679,S3-540353197,S3-650369891,S3-927184797,S3-815299864,S3-735138951,S3-362373055,S3-977775607,S3-67793607
S1-417606815	S2-756973128,S2-34433329,S2-479511,S2-802796687,S2-794297369,S2-90757154,S2-578973470,S2-511679446,S2-456013037,S2-358410194,S2-321161983,S2-861080606,S2-76733176,S2-587912207,S2-585135912,S2-108016829,S2-695175095,S2-294551466,S2-496499957,S2-792359755,S3-354444762,S3-119633205,S3-574957491,S3-331657116,S3-688704623,S3-947069659,S3-934227232,S3-560297494,S3-521949983,S3-50265618,S3-409202511,S3-333253188,S3-909141698,S3-605864449,S3-243385559,S3-452101742,S3-683568308,S3-535242912,S3-245645434,S3-302297491
S1-488457630	S2-439731977,S2-352424838,S2-250004427,S2-188248872,S2-315802005,S2-734527330,S2-489930116,S2-35399559,S2-183551207,S2-356116028,S2-825445187,S2-620129805,S2-443429163,S2-143372795,S2-572460743,S2-340957095,S2-429245631,S2-953793558,S2-53084416,S2-800329077,S3-281837290,S3-464942953,S3-505644942,S3-793983156,S3-679255612,S3-355788951,S3-930315897,S3-87549972,S3-963453977,S3-989669216,S3-313491143,S3-554561715,S3-213043763,S3-142164601,S3-507043143,S3-858243190,S3-352943320,S3-913909746,S3-170996332,S3-762191017
S1-818470647	S2-744698368,S2-257520714,S2-706320436,S2-25994172,S2-29468489,S2-617853586,S2-75064447,S2-667400024,S2-257671681,S2-438218444,S2-441851822,S2-250059624,S2-545780191,S2-486015236,S2-989571310,S2-903358057,S2-642750350,S2-904654495,S2-796755630,S2-159340144,S3-560309214,S3-966568687,S3-67275236,S3-759637081,S3-581130056,S3-578229447,S3-945895251,S3-165581972,S3-790092825,S3-685278914,S3-376335335,S3-655053770,S3-901233389,S3-423040927,S3-324792015,S3-721100728,S3-132313994,S3-926287201,S3-766462123,S3-415775549
S1-534346740	S2-461538733,S2-509966472,S2-711321945,S2-909130034,S2-879774964,S2-472964087,S2-704409228,S2-593541268,S2-974105938,S2-624072726,S2-497867787,S2-605982581,S2-842964322,S2-253568804,S2-697761040,S2-37036458,S2-861080606,S2-575003280,S2-121558320,S2-673277860,S3-798760131,S3-31366870,S3-502054358,S3-80249058,S3-210670630,S3-717510,S3-158901285,S3-894522936,S3-31923665,S3-269316890,S3-576751328,S3-163696993,S3-537624529,S3-993177416,S3-320986895,S3-249612870,S3-375704678,S3-590242961,S3-728972548,S3-92960862
S1-729626041	S2-677647040,S2-231648798,S2-221863105,S2-847932085,S2-166358563,S2-773751395,S2-787861634,S2-726282673,S2-881561699,S2-612019311,S2-424566580,S2-622700814,S2-849825170,S2-40956232,S2-135773466,S2-445827489,S2-415101198,S2-968031777,S2-264885240,S2-253321957,S3-469711003,S3-805900132,S3-737639982,S3-902097895,S3-316189691,S3-705422640,S3-328383675,S3-788883176,S3-981947206,S3-762984902,S3-822848089,S3-283011793,S3-385258684,S3-720150706,S3-609933190,S3-51514182,S3-188749563,S3-469159671,S3-29449189,S3-109082896
S1-204633959	S2-436592406,S2-617935311,S2-579717972,S2-261347002,S2-463203017,S2-848849349,S2-304673281,S2-347247206,S2-793247908,S2-784220206,S2-96368991,S2-284038382,S2-918675479,S2-578367514,S2-902239948,S2-68762834,S2-664384620,S2-273197246,S2-443767849,S2-539933445,S3-541369126,S3-388532820,S3-516661246,S3-869619159,S3-570085105,S3-328167820,S3-508737588,S3-238589225,S3-98654142,S3-157064547,S3-810537535,S3-327496689,S3-797434974,S3-662474840,S3-803818793,S3-742404090,S3-206642656,S3-488838453,S3-808607687,S3-953287037
S1-155512047	S2-271269344,S2-433954722,S2-463924906,S2-681038146,S2-6815110,S2-902552390,S2-988607315,S2-215380273,S2-240402694,S2-70804831,S2-416737331,S2-638729308,S2-506757288,S2-947721236,S2-434482735,S2-899035546,S2-495837003,S2-739546465,S2-910650472,S2-931507841,S3-470993856,S3-459550291,S3-569016440,S3-540467133,S3-138273490,S3-260812104,S3-563662688,S3-606559980,S3-775629298,S3-124884606,S3-96825760,S3-855226001,S3-327248649,S3-412160276,S3-967165489,S3-597760194,S3-496513676,S3-341874857,S3-865571670,S3-258552232
S1-553186193	S2-964779442,S2-301885942,S2-515828078,S2-140822549,S2-257063707,S2-777012066,S2-851010216,S2-775505542,S2-856340316,S2-286926428,S2-177423852,S2-459343876,S2-855342178,S2-459320637,S2-83925178,S2-403867866,S2-568096905,S2-682546847,S2-163300152,S2-985557432,S3-381103893,S3-399537639,S3-615347245,S3-50374457,S3-869883007,S3-802844273,S3-466227033,S3-403852704,S3-620599156,S3-939227531,S3-73500917,S3-673793367,S3-630223096,S3-872013487,S3-424465372,S3-76324096,S3-776755674,S3-132968194,S3-496550311,S3-258970374
S1-42502314	S2-709178560,S2-410489045,S2-282032752,S2-94272493,S2-835223214,S2-714176640,S2-241821635,S2-984295957,S2-77078041,S2-300775290,S2-98240836,S2-954061901,S2-203520208,S2-372606362,S2-742519605,S2-280847874,S2-145858923,S2-673317537,S2-318490708,S2-274294369,S3-851673454,S3-129765991,S3-998972634,S3-973989954,S3-81635540,S3-31186638,S3-886058263,S3-231180327,S3-490274047,S3-803869424,S3-500790577,S3-480260850,S3-438853019,S3-543550490,S3-768687660,S3-68582916,S3-368459393,S3-706521323,S3-286485835,S3-876245652
S1-317114355	S2-55014600,S2-19284707,S2-341120745,S2-784501580,S2-610439446,S2-303227904,S2-536385522,S2-266959208,S2-860263602,S2-129500322,S2-988565175,S2-352237416,S2-111077066,S2-773345204,S2-119596333,S2-163913234,S2-958344410,S2-972432542,S2-285700905,S2-32189137,S3-107309468,S3-968717937,S3-598568146,S3-112323544,S3-720452393,S3-173344473,S3-710423034,S3-608869387,S3-529693571,S3-944190628,S3-282747317,S3-418519982,S3-150940451,S3-939137128,S3-388145416,S3-327588487,S3-418190260,S3-837339481,S3-917255658,S3-559108022
S1-334574390	S2-301981448,S2-753100466,S2-737440940,S2-624602452,S2-169916360,S2-407520853,S2-28261819,S2-240516479,S2-689076809,S2-818712595,S2-238841828,S2-312229510,S2-443848790,S2-855058314,S2-665669145,S2-487634400,S2-740098002,S2-537603717,S2-272174221,S2-190694898,S3-225897891,S3-343106529,S3-275517283,S3-817578372,S3-309227602,S3-729266513,S3-443091970,S3-458469162,S3-944019759,S3-752539799,S3-860210971,S3-239397496,S3-816670548,S3-558915585,S3-850159371,S3-910192346,S3-880262605,S3-449675354,S3-279703497,S3-141062343
S1-649110450	S2-367206746,S2-698118591,S2-728822231,S2-414012891,S2-392587514,S2-929941625,S2-266834478,S2-865145922,S2-807440663,S2-660199760,S2-414558275,S2-13209531,S2-67600942,S2-795643908,S2-881097259,S2-532827793,S2-107765630,S2-60682691,S2-873567298,S2-749614130,S3-764262401,S3-347560578,S3-204115708,S3-234788494,S3-572852916,S3-214983663,S3-7577437,S3-623635836,S3-621019792,S3-983540086,S3-696746540,S3-512260744,S3-193338334,S3-701953372,S3-539265354,S3-533215747,S3-395035879,S3-924326168,S3-613662854,S3-661032183
S1-533417053	S2-591481302,S2-84439340,S2-916215074,S2-2033949,S2-197975532,S2-978698616,S2-446545645,S2-844834468,S2-242950564,S2-32666080,S2-217468773,S2-406790303,S2-307848606,S2-580044694,S2-890637437,S2-360549470,S2-558259034,S2-632662428,S2-880601456,S2-900292666,S3-304290546,S3-444972019,S3-846426092,S3-642877721,S3-634054383,S3-738758511,S3-188407349,S3-847293799,S3-617524788,S3-231289205,S3-381219739,S3-830005345,S3-372383867,S3-795020986,S3-206588550,S3-147393291,S3-112921665,S3-951817291,S3-502010675,S3-216204289
S1-152550844	S2-143783156,S2-790695031,S2-599106166,S2-139615959,S2-314794867,S2-824282783,S2-614129032,S2-998362525,S2-213310785,S2-181679222,S2-231101594,S2-993934882,S2-730665666,S2-310837198,S2-318508656,S2-553971690,S2-105255255,S2-647059994,S2-595390147,S2-363789657,S3-913007049,S3-520428997,S3-207289736,S3-794512381,S3-767488692,S3-734138981,S3-448370552,S3-12616839,S3-629400882,S3-213389426,S3-249338451,S3-113459657,S3-428901833,S3-284447814,S3-654177357,S3-878156323,S3-558652409,S3-719214149,S3-715148342,S3-722221059
S1-643493833	S2-63091158,S2-639459227,S2-722246594,S2-718616529,S2-204895581,S2-364583201,S2-563535225,S2-528048709,S2-414301906,S2-592018357,S2-151979427,S2-585610563,S2-328707787,S2-193242233,S2-502064421,S2-918764151,S2-907022103,S2-391532098,S2-981136726,S2-407990681,S3-774339907,S3-76033373,S3-951751701,S3-284311273,S3-36457206,S3-589354515,S3-345723933,S3-148090531,S3-210737726,S3-575450230,S3-441977033,S3-366058287,S3-527553019,S3-871394545,S3-425548346,S3-875839583,S3-217811611,S3-188417253,S3-96005225,S3-558870882
S1-734921625	S2-197325139,S2-21428318,S2-286567926,S2-211635416,S2-57536995,S2-199401947,S2-516681311,S2-570409584,S2-72969210,S2-732602678,S2-329011862,S2-851636302,S2-52587820,S2-875057500,S2-373372539,S2-908991233,S2-773884609,S2-26090735,S2-362429675,S2-594910009,S3-575375982,S3-54910584,S3-308214905,S3-885974812,S3-181578582,S3-509195971,S3-542888780,S3-11341631,S3-85540142,S3-509825670,S3-725969729,S3-452219391,S3-359590560,S3-213949930,S3-740077374,S3-423446747,S3-160483030,S3-449583171,S3-838840863,S3-913211514
S1-68108533	S2-534660031,S2-245896569,S2-572786399,S2-474475305,S2-819310622,S2-57547061,S2-8949405,S2-813362237,S2-900618190,S2-912465764,S2-207647319,S2-803775063,S2-722125827,S2-970362915,S2-454665039,S2-532580959,S2-610666678,S2-36593555,S2-278134250,S2-65576636,S3-624415148,S3-852074413,S3-507591961,S3-649815974,S3-390613273,S3-806768497,S3-728063422,S3-956798263,S3-311368097,S3-364669903,S3-917077567,S3-243429761,S3-378981027,S3-984173470,S3-488950043,S3-534856399,S3-700545098,S3-262167067,S3-186956598,S3-357487893
S1-789286562	S2-107746858,S2-462414628,S2-30392880,S2-700088521,S2-233578557,S2-139163956,S2-363312407,S2-211614390,S2-618314392,S2-184909871,S2-964465900,S2-766310014,S2-61668330,S2-178779915,S2-885262530,S2-376429968,S2-885577295,S2-357874611,S2-658732901,S2-902284938,S3-114925679,S3-288696383,S3-308519980,S3-325472450,S3-322744277,S3-902640883,S3-35206853,S3-255192686,S3-526089109,S3-388972379,S3-570973088,S3-460759790,S3-623569311,S3-258187603,S3-888628562,S3-967721384,S3-385213957,S3-173037183,S3-138884326,S3-390733028
S1-493735795	S2-918973885,S2-582670490,S2-27701653,S2-712394630,S2-832593279,S2-980958832,S2-378429885,S2-288203546,S2-751829870,S2-114482664,S2-279836860,S2-964296464,S2-253694221,S2-233284988,S2-115236597,S2-510473799,S2-690275089,S2-849187717,S2-966197952,S2-488741274,S3-809877508,S3-921845617,S3-185191713,S3-519410368,S3-860796748,S3-466884459,S3-475581275,S3-988495405,S3-326625754,S3-833912747,S3-514467539,S3-279499264,S3-633237067,S3-431238185,S3-954659979,S3-99799420,S3-549134122,S3-408127072,S3-213658481,S3-459523658
S1-870309113	S2-374536820,S2-670066209,S2-836980313,S2-518851015,S2-644189313,S2-780591402,S2-249741531,S2-412606139,S2-168305430,S2-856112530,S2-787788460,S2-911429299,S2-358654608,S2-550743553,S2-758213795,S2-555271683,S2-212797800,S2-976232188,S2-898050654,S2-171201514,S3-131558246,S3-44912387,S3-788359489,S3-487797628,S3-862409930,S3-913536202,S3-273172824,S3-71504117,S3-269409801,S3-883884833,S3-987395757,S3-393879217,S3-126191316,S3-160093428,S3-987375755,S3-802404863,S3-743384144,S3-831020147,S3-182807662,S3-606771095
S1-755184527	S2-558161134,S2-977575325,S2-409558077,S2-129591967,S2-940427858,S2-965581679,S2-679926245,S2-34747422,S2-85596738,S2-58149003,S2-610631547,S2-421787463,S2-722777300,S2-316245682,S2-67534428,S2-145032729,S2-492125305,S2-848473689,S2-551334309,S2-948522134,S3-879372949,S3-296233754,S3-741782747,S3-98389589,S3-856149276,S3-842638405,S3-406720178,S3-583743753,S3-94843853,S3-240620555,S3-739603593,S3-115007529,S3-404533300,S3-333872433,S3-256467237,S3-127891906,S3-248127593,S3-897164409,S3-178228976,S3-422903536
S1-741750910	S2-868296883,S2-373166659,S2-858916133,S2-951148549,S2-821424232,S2-981442259,S2-644425120,S2-851224804,S2-320393946,S2-412565852,S2-211199727,S2-337911108,S2-90748223,S2-378335414,S2-325810181,S2-134319138,S2-763055310,S2-631349366,S2-978381805,S2-286678429,S3-761357710,S3-904978566,S3-224061511,S3-510242626,S3-438632688,S3-178066132,S3-395211904,S3-567125576,S3-746116040,S3-265476196,S3-618510813,S3-760062880,S3-850607963,S3-256247414,S3-848727689,S3-997618439,S3-27884346,S3-315168318,S3-79924028,S3-939421124
S1-396704474	S2-899593592,S2-161241475,S2-695671426,S2-33989518,S2-357942210,S2-651089891,S2-456530391,S2-90679754,S2-299924624,S2-857486503,S2-565290305,S2-563237016,S2-689160244,S2-567292944,S2-539246019,S2-795736147,S2-648102097,S2-309849527,S2-441669570,S2-961212022,S3-396900312,S3-665745353,S3-314985253,S3-605384626,S3-812988004,S3-734245149,S3-553144164,S3-385580704,S3-139813836,S3-493577498,S3-946532156,S3-389135633,S3-291376084,S3-54808490,S3-385719832,S3-8737496,S3-300083182,S3-244891924,S3-545853950,S3-130107979
S1-77449994	S2-283203022,S2-603765591,S2-986736517,S2-276198613,S2-216954506,S2-272090697,S2-838125368,S2-108475702,S2-648736664,S2-754579364,S2-603997593,S2-789698410,S2-273001448,S2-47518656,S2-621640141,S2-328922214,S2-555905494,S2-763290471,S2-357561362,S2-262986778,S3-79193441,S3-342435150,S3-784044542,S3-979337742,S3-760500280,S3-557164255,S3-195401221,S3-103394871,S3-356482943,S3-537637255,S3-275190706,S3-46060770,S3-249604660,S3-157694791,S3-492279078,S3-987054208,S3-837942449,S3-982596249,S3-52400636,S3-797232476
